Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,word_count
2024-05-19,Credit card,,Account opening,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,18
2024-05-20,Personal loan,,Interest rate,,this is a sample complaint narrative about interest issues.,9
2024-05-21,Savings account,,Account opening,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,36
2024-05-22,Personal loan,,Interest rate,,this is a sample complaint narrative about service issues.,9
2024-05-23,Savings account,,Billing dispute,,this is a sample complaint narrative about fees issues.,9
2024-05-24,Savings account,,Account opening,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,27
2024-05-25,Money transfers,,Transfer issues,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,27
2024-05-26,Savings account,,Transfer issues,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,27
2024-05-27,Credit card,,Transfer issues,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,18
2024-05-28,Money transfers,,Transfer issues,,this is a sample complaint narrative about service issues.,9
2024-05-29,Personal loan,,Billing dispute,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,18
2024-05-30,Money transfers,,Account opening,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,36
2024-05-31,Personal loan,,Billing dispute,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,27
2024-06-01,Money transfers,,Transfer issues,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,18
2024-06-02,Savings account,,Billing dispute,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,18
2024-06-03,Credit card,,Account opening,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,27
2024-06-04,Personal loan,,Billing dispute,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,18
2024-06-05,Personal loan,,Account opening,,this is a sample complaint narrative about fees issues.,9
2024-06-06,Credit card,,Transfer issues,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,36
2024-06-07,Savings account,,Billing dispute,,this is a sample complaint narrative about interest issues.,9
2024-06-08,Personal loan,,Account opening,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,36
2024-06-09,Credit card,,Billing dispute,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,27
2024-06-10,Credit card,,Account opening,,this is a sample complaint narrative about fees issues.,9
2024-06-11,Savings account,,Billing dispute,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,36
2024-06-12,Credit card,,Interest rate,,this is a sample complaint narrative about billing issues.,9
2024-06-13,Credit card,,Account opening,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,18
2024-06-14,Personal loan,,Transfer issues,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,27
2024-06-15,Money transfers,,Interest rate,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,36
2024-06-16,Money transfers,,Account opening,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,36
2024-06-17,Savings account,,Interest rate,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,36
2024-06-18,Personal loan,,Interest rate,,this is a sample complaint narrative about fees issues.,9
2024-06-19,Money transfers,,Interest rate,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,36
2024-06-20,Credit card,,Account opening,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,27
2024-06-21,Personal loan,,Transfer issues,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,27
2024-06-22,Credit card,,Billing dispute,,this is a sample complaint narrative about billing issues.,9
2024-06-23,Savings account,,Interest rate,,this is a sample complaint narrative about service issues.,9
2024-06-24,Money transfers,,Account opening,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,18
2024-06-25,Savings account,,Account opening,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,18
2024-06-26,Personal loan,,Billing dispute,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,27
2024-06-27,Money transfers,,Transfer issues,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,36
2024-06-28,Credit card,,Account opening,,this is a sample complaint narrative about service issues.,9
2024-06-29,Credit card,,Interest rate,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,36
2024-06-30,Savings account,,Billing dispute,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,27
2024-07-01,Savings account,,Transfer issues,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,27
2024-07-02,Credit card,,Billing dispute,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,36
2024-07-03,Savings account,,Interest rate,,this is a sample complaint narrative about service issues.,9
2024-07-04,Money transfers,,Account opening,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,27
2024-07-05,Savings account,,Transfer issues,,this is a sample complaint narrative about service issues.,9
2024-07-06,Personal loan,,Account opening,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,27
2024-07-07,Personal loan,,Interest rate,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,18
2024-07-08,Money transfers,,Billing dispute,,this is a sample complaint narrative about interest issues.,9
2024-07-09,Credit card,,Billing dispute,,this is a sample complaint narrative about interest issues.,9
2024-07-10,Savings account,,Billing dispute,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,36
2024-07-11,Money transfers,,Interest rate,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,18
2024-07-12,Money transfers,,Account opening,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,18
2024-07-13,Savings account,,Interest rate,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,27
2024-07-14,Money transfers,,Account opening,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,27
2024-07-15,Personal loan,,Billing dispute,,this is a sample complaint narrative about interest issues.,9
2024-07-16,Personal loan,,Billing dispute,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,18
2024-07-17,Credit card,,Interest rate,,this is a sample complaint narrative about interest issues.,9
2024-07-18,Credit card,,Transfer issues,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,27
2024-07-19,Personal loan,,Account opening,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,18
2024-07-20,Money transfers,,Interest rate,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,36
2024-07-21,Credit card,,Transfer issues,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,27
2024-07-22,Savings account,,Billing dispute,,this is a sample complaint narrative about fees issues.,9
2024-07-23,Savings account,,Transfer issues,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,36
2024-07-24,Personal loan,,Billing dispute,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,27
2024-07-25,Money transfers,,Billing dispute,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,36
2024-07-26,Personal loan,,Interest rate,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,18
2024-07-27,Credit card,,Account opening,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,27
2024-07-28,Money transfers,,Account opening,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,18
2024-07-29,Personal loan,,Transfer issues,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,27
2024-07-30,Credit card,,Interest rate,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,36
2024-07-31,Personal loan,,Account opening,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,18
2024-08-01,Savings account,,Transfer issues,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,36
2024-08-02,Personal loan,,Transfer issues,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,36
2024-08-03,Savings account,,Transfer issues,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,18
2024-08-04,Personal loan,,Billing dispute,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,36
2024-08-05,Credit card,,Transfer issues,,this is a sample complaint narrative about interest issues.,9
2024-08-06,Personal loan,,Interest rate,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,18
2024-08-07,Personal loan,,Account opening,,this is a sample complaint narrative about fees issues.,9
2024-08-08,Savings account,,Account opening,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,36
2024-08-09,Savings account,,Account opening,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,36
2024-08-10,Personal loan,,Billing dispute,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,27
2024-08-11,Personal loan,,Transfer issues,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,36
2024-08-12,Savings account,,Billing dispute,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,18
2024-08-13,Money transfers,,Transfer issues,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,36
2024-08-14,Savings account,,Billing dispute,,this is a sample complaint narrative about billing issues.,9
2024-08-15,Money transfers,,Interest rate,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,18
2024-08-16,Savings account,,Account opening,,this is a sample complaint narrative about interest issues.,9
2024-08-17,Personal loan,,Interest rate,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,27
2024-08-18,Credit card,,Interest rate,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,18
2024-08-19,Credit card,,Transfer issues,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,36
2024-08-20,Savings account,,Account opening,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,18
2024-08-21,Savings account,,Interest rate,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,36
2024-08-22,Credit card,,Transfer issues,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,18
2024-08-23,Money transfers,,Account opening,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,18
2024-08-24,Savings account,,Transfer issues,,this is a sample complaint narrative about billing issues.,9
2024-08-25,Personal loan,,Interest rate,,this is a sample complaint narrative about interest issues.,9
2024-08-26,Savings account,,Interest rate,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,36
2024-08-27,Savings account,,Transfer issues,,this is a sample complaint narrative about interest issues.,9
2024-08-28,Money transfers,,Billing dispute,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,18
2024-08-29,Money transfers,,Billing dispute,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,36
2024-08-30,Savings account,,Transfer issues,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,27
2024-08-31,Credit card,,Transfer issues,,this is a sample complaint narrative about billing issues.,9
2024-09-01,Money transfers,,Transfer issues,,this is a sample complaint narrative about service issues.,9
2024-09-02,Savings account,,Billing dispute,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,36
2024-09-03,Money transfers,,Account opening,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,18
2024-09-04,Personal loan,,Transfer issues,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,27
2024-09-05,Savings account,,Account opening,,this is a sample complaint narrative about fees issues.,9
2024-09-06,Money transfers,,Transfer issues,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,27
2024-09-07,Savings account,,Billing dispute,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,27
2024-09-08,Credit card,,Billing dispute,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,18
2024-09-09,Personal loan,,Transfer issues,,this is a sample complaint narrative about service issues.,9
2024-09-10,Money transfers,,Transfer issues,,this is a sample complaint narrative about fees issues.,9
2024-09-11,Savings account,,Interest rate,,this is a sample complaint narrative about interest issues.,9
2024-09-12,Credit card,,Billing dispute,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,36
2024-09-13,Credit card,,Interest rate,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,18
2024-09-14,Money transfers,,Account opening,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,27
2024-09-15,Credit card,,Account opening,,this is a sample complaint narrative about billing issues.,9
2024-09-16,Savings account,,Transfer issues,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,27
2024-09-17,Money transfers,,Account opening,,this is a sample complaint narrative about fees issues.,9
2024-09-18,Credit card,,Interest rate,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,36
2024-09-19,Credit card,,Transfer issues,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,27
2024-09-20,Credit card,,Interest rate,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,27
2024-09-21,Money transfers,,Account opening,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,18
2024-09-22,Money transfers,,Transfer issues,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,18
2024-09-23,Credit card,,Account opening,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,18
2024-09-24,Personal loan,,Transfer issues,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,18
2024-09-25,Savings account,,Account opening,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,27
2024-09-26,Personal loan,,Billing dispute,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,27
2024-09-27,Credit card,,Account opening,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,27
2024-09-28,Savings account,,Transfer issues,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,27
2024-09-29,Personal loan,,Interest rate,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,27
2024-09-30,Savings account,,Transfer issues,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,18
2024-10-01,Savings account,,Account opening,,this is a sample complaint narrative about fees issues.,9
2024-10-02,Money transfers,,Billing dispute,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,36
2024-10-03,Credit card,,Account opening,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,27
2024-10-04,Personal loan,,Transfer issues,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,27
2024-10-05,Money transfers,,Billing dispute,,this is a sample complaint narrative about fees issues.,9
2024-10-06,Personal loan,,Interest rate,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,36
2024-10-07,Personal loan,,Billing dispute,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,18
2024-10-08,Savings account,,Transfer issues,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,27
2024-10-09,Credit card,,Billing dispute,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,36
2024-10-10,Credit card,,Transfer issues,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,36
2024-10-11,Savings account,,Transfer issues,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,36
2024-10-12,Credit card,,Interest rate,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,27
2024-10-13,Credit card,,Billing dispute,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,36
2024-10-14,Credit card,,Account opening,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,36
2024-10-15,Personal loan,,Transfer issues,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,36
2024-10-16,Personal loan,,Billing dispute,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,36
2024-10-17,Money transfers,,Interest rate,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,27
2024-10-18,Credit card,,Billing dispute,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,18
2024-10-19,Credit card,,Billing dispute,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,27
2024-10-20,Savings account,,Account opening,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,27
2024-10-21,Credit card,,Account opening,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,36
2024-10-22,Savings account,,Account opening,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,27
2024-10-23,Money transfers,,Transfer issues,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,36
2024-10-24,Money transfers,,Account opening,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,36
2024-10-25,Savings account,,Interest rate,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,27
2024-10-26,Savings account,,Account opening,,this is a sample complaint narrative about service issues.,9
2024-10-27,Personal loan,,Transfer issues,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,27
2024-10-28,Personal loan,,Transfer issues,,this is a sample complaint narrative about interest issues.,9
2024-10-29,Personal loan,,Account opening,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,36
2024-10-30,Credit card,,Account opening,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,27
2024-10-31,Money transfers,,Account opening,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,36
2024-11-01,Money transfers,,Account opening,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,27
2024-11-02,Credit card,,Billing dispute,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,36
2024-11-03,Personal loan,,Interest rate,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,27
2024-11-04,Money transfers,,Transfer issues,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,36
2024-11-05,Credit card,,Interest rate,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,18
2024-11-06,Credit card,,Billing dispute,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,36
2024-11-07,Money transfers,,Transfer issues,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,36
2024-11-08,Money transfers,,Transfer issues,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,18
2024-11-09,Personal loan,,Account opening,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,36
2024-11-10,Personal loan,,Transfer issues,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,27
2024-11-11,Credit card,,Transfer issues,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,36
2024-11-12,Credit card,,Interest rate,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,36
2024-11-13,Savings account,,Account opening,,this is a sample complaint narrative about service issues.,9
2024-11-14,Savings account,,Interest rate,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,18
2024-11-15,Money transfers,,Transfer issues,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,18
2024-11-16,Credit card,,Interest rate,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,36
2024-11-17,Savings account,,Transfer issues,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,27
2024-11-18,Credit card,,Billing dispute,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,27
2024-11-19,Credit card,,Transfer issues,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,18
2024-11-20,Credit card,,Billing dispute,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,27
2024-11-21,Credit card,,Account opening,,this is a sample complaint narrative about billing issues.,9
2024-11-22,Credit card,,Transfer issues,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,18
2024-11-23,Money transfers,,Transfer issues,,this is a sample complaint narrative about billing issues.,9
2024-11-24,Money transfers,,Billing dispute,,this is a sample complaint narrative about interest issues.,9
2024-11-25,Savings account,,Interest rate,,this is a sample complaint narrative about interest issues.,9
2024-11-26,Personal loan,,Billing dispute,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,36
2024-11-27,Personal loan,,Interest rate,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,18
2024-11-28,Money transfers,,Billing dispute,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,27
2024-11-29,Credit card,,Transfer issues,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,27
2024-11-30,Savings account,,Transfer issues,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,36
2024-12-01,Credit card,,Account opening,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,18
2024-12-02,Personal loan,,Interest rate,,this is a sample complaint narrative about billing issues.,9
2024-12-03,Money transfers,,Account opening,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,27
2024-12-04,Personal loan,,Account opening,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,36
2024-12-05,Money transfers,,Billing dispute,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,27
2024-12-06,Savings account,,Billing dispute,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,27
2024-12-07,Credit card,,Interest rate,,this is a sample complaint narrative about service issues.,9
2024-12-08,Savings account,,Transfer issues,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,27
2024-12-09,Personal loan,,Interest rate,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,36
2024-12-10,Money transfers,,Interest rate,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,18
